Date,NoDur,Durbl,Manuf,Enrgy,Chems,BusEq,Telcm,Utils,Shops,Hlth ,Money,Other,BTC Returns,ETH Returns,XRP Returns
2019-10-17,0.92,1.16,0.74,-0.2,0.35,0.53,0.41,0.62,0.93,1.04,0.55,0.61,-0.29555740506510997,-0.87460361418919,-0.22910180790528
2019-10-18,-0.61,-0.43,0.0,-1.96,-0.63,-1.03,-0.54,0.14,-0.53,-0.67,0.22,0.25,-1.17351352142838,-2.13854948839161,-0.65218127934477
2019-10-21,0.32,0.5,0.87,1.09,0.37,0.79,-0.06,0.33,0.72,0.89,1.16,0.73,0.10060759032475,0.45493377168965,-0.27775518320334996
2019-10-22,0.11,0.4,0.61,1.4,0.14,-0.77,-0.44,0.27,-0.03,-0.18,-0.12,0.13,-0.0623910810357,-0.8775544785752101,1.25628589693655
2019-10-23,0.34,0.01,0.45,1.98,0.07,0.09,0.97,0.35,0.39,0.18,0.19,0.3,0.45183344942361,0.33656497848693,-0.36390186139982
2019-10-24,-0.46,-0.29,-0.52,-0.81,0.05,0.66,-0.82,-0.27,-0.23,-0.99,-0.37,-0.24,0.9311558336655401,2.97670081090521,0.67006779432146
2019-10-25,0.02,1.14,0.92,1.23,0.92,0.53,0.81,-1.05,0.94,0.68,0.25,0.6,2.21703275638176,3.4180617877075603,1.7190831367414199
2019-10-28,0.28,0.47,0.72,-0.51,0.57,0.83,1.05,-1.34,0.39,0.76,0.63,0.33,-0.58035113164038,-1.68374962107034,-0.8912016435784801
2019-10-29,-0.01,-0.05,0.17,0.42,-0.06,-0.35,-0.48,0.89,-0.44,-0.41,0.42,-0.38,0.18081754616785,-0.44710256351009997,-0.05415072687333
2019-10-30,0.26,-0.69,-0.71,-3.69,-0.08,0.4,-0.92,0.73,-0.7,-0.29,0.03,-0.2,0.95927566196347,0.82123447047719,0.57995484024391
2019-10-31,-0.48,-1.82,-0.98,-1.03,-1.06,-0.62,-0.23,0.03,-0.75,0.08,-0.72,-0.9,0.40003370194585003,0.11895886075743001,0.10304021368591999
2019-11-01,0.51,2.24,2.25,2.96,2.09,1.29,0.49,0.32,1.45,2.84,1.17,1.61,-1.42262387677489,-2.87895222798298,-2.15637673283518
2019-11-04,0.67,1.89,1.33,4.56,1.06,0.46,0.56,-0.64,1.13,0.34,0.72,0.93,-0.13299101079167,0.39914765414483,-0.37638156593755
2019-11-05,0.43,-0.25,0.44,-0.25,0.56,0.17,0.82,-1.04,0.95,0.46,0.53,-0.15,0.29468806724162,0.77155181187593,0.26257030963841
2019-11-06,-0.34,-0.13,-0.89,-3.12,0.36,-0.75,-0.65,-0.21,-0.01,-1.42,-0.08,-0.8,-0.33842394882988996,-0.9063557155610601,-1.0779285125534899
2019-11-07,-0.15,0.69,0.24,1.51,0.84,-0.13,1.54,-1.42,-0.09,-0.46,0.47,0.12,-1.46929847589661,-1.4278020512220702,-1.59777377638287
2019-11-08,-0.16,-0.38,0.35,-0.17,0.77,0.74,0.42,-0.26,-0.22,0.58,0.03,-0.31,0.55538385178051,0.31795401108301,0.33053029813693996
2019-11-11,-0.29,-0.17,-0.55,-1.26,-0.24,0.09,0.61,-0.72,-0.26,-0.81,-0.07,-0.1,2.5591790081793597,4.08075219120633,2.4273955499718203
2019-11-12,0.01,-1.37,-0.2,-0.73,0.01,0.94,-0.7,0.26,-0.21,-0.63,0.11,-0.2,-0.4394101700994,-1.11476438883958,-1.03019804501578
2019-11-13,-0.2,-1.54,-1.17,-2.18,-1.26,-0.16,-0.56,0.89,-0.76,-0.6,-0.38,-0.49,0.71925689607101,2.20988797169423,-0.42587273988505997
2019-11-14,-0.42,0.57,-0.41,-1.68,-0.14,-0.03,-0.39,-0.05,0.27,-0.72,-0.12,0.06,0.20216904305738,-0.28403277497289997,0.8777936319240099
2019-11-15,-0.12,0.35,0.37,0.73,-0.67,0.93,-0.53,0.39,0.55,0.09,0.11,-0.17,-0.03058103975535,-0.40718688393895,-0.45166112128082997
2019-11-18,-0.12,-0.64,-0.9,-3.22,-1.37,-0.4,0.13,-0.4,-0.22,0.17,-0.05,-0.17,1.2855934465193701,0.22345698873484002,1.13767314832118
2019-11-19,-0.51,0.32,-0.29,-2.07,-0.31,0.42,-0.67,-0.36,-0.8,1.47,0.6,0.06,17.35601357404375,15.60415544198423,12.390842885414651
2019-11-20,-0.61,-1.25,-1.16,-0.12,-1.92,-0.46,-0.95,0.44,-1.29,0.62,-0.62,-0.64,1.9087371510277702,-1.52654201608372,-2.63585552708335
2019-11-21,-0.36,-0.38,0.18,1.31,-0.48,-0.47,0.2,-0.32,-0.03,0.18,-0.12,-0.58,-1.0099119772122,-2.10968075571353,-2.840448794776
2019-11-22,0.56,0.63,0.34,0.54,0.12,0.37,1.54,0.26,0.81,0.72,0.27,0.2,2.31336538816324,4.721411613736111,8.80867522878547
2019-11-25,1.19,2.12,1.93,1.69,1.91,1.75,0.63,0.27,1.75,1.88,1.29,1.69,0.45935467759328,0.26121994276668,-2.0447617621411998
2019-11-26,0.29,-0.2,-0.02,-2.29,0.01,-0.03,-0.38,0.02,0.24,0.35,-0.26,0.09,2.7487076967675597,5.17299592957245,1.53807756533923
2019-11-27,0.46,0.13,0.14,0.66,0.22,0.62,0.89,0.33,0.47,1.68,0.39,0.41,1.7479481496835698,3.28145236632704,-0.45074172878244
2019-11-29,-0.02,0.17,-0.55,-1.08,-0.28,-0.16,0.34,-0.44,-0.32,1.38,-0.18,-0.23,-1.60333027767421,-2.2990505222779003,-2.4486749041499603
2019-12-02,-0.38,-0.52,-0.98,-1.02,-0.84,-1.51,-1.19,-0.72,-0.92,-0.03,-0.69,-1.02,2.29767944948078,0.69437771864029,1.52520053941673
2019-12-03,-0.87,-0.75,-0.78,-1.35,-1.01,-0.17,-0.18,0.19,-0.71,0.8,-0.78,-0.32,-4.88424146618855,-6.67679172644201,-6.7104113250035
2019-12-04,0.79,0.68,0.74,2.64,0.14,0.11,1.0,0.75,0.29,0.8,0.4,0.6,0.49464566912431,-0.45964355749895996,-1.4012721074592198
2019-12-05,0.08,0.6,0.51,-0.58,0.39,0.08,0.47,0.1,0.02,-1.15,0.24,0.27,0.13846761356397,-0.13535368130890998,-0.09652655096571
2019-12-06,0.98,1.03,1.23,3.87,0.75,0.84,0.72,0.26,1.38,0.97,0.89,0.73,1.39575269101015,2.02121272578044,0.85206427731443
2019-12-09,0.11,-0.22,-0.05,0.45,-0.4,-0.27,-0.99,0.15,0.25,0.63,-0.1,0.31,-1.94696553454223,-3.7323633467627704,-2.4013960302180704
2019-12-10,-0.13,-0.34,-0.28,1.64,-0.63,0.33,-0.96,0.67,-0.34,0.86,0.41,0.14,3.32440434720013,3.7439589004549503,1.96470986909147
2019-12-11,0.02,0.3,1.32,0.7,0.26,0.38,0.2,0.2,-0.42,-0.11,0.02,0.55,0.31283032403301,-0.401306464871,2.51667317266341
2019-12-12,0.28,1.19,1.19,3.06,2.09,0.8,0.15,-0.15,1.0,0.83,1.27,0.29,0.8843926567657401,4.11095223275876,0.48054648503212005
2019-12-13,-0.36,-1.28,-0.46,-1.2,-0.58,0.12,-0.29,0.2,-1.28,-0.29,0.01,-0.01,0.10242285247921,-0.060749309371650004,-1.53175611901832
2019-12-16,0.16,0.57,0.52,1.93,0.29,0.57,0.81,1.19,0.34,0.56,0.57,0.06,0.64243844345459,0.02465707602741,-1.03222806801567
2019-12-17,0.53,0.23,0.28,2.06,1.09,0.08,0.08,0.94,1.12,-0.39,0.51,0.28,-0.4375323763073,-2.13221031806285,-1.8348411597134602
2019-12-18,0.97,0.78,-0.13,0.77,0.35,0.51,0.31,0.79,0.37,-0.19,-0.15,0.21,1.59626466351101,1.07508240408056,0.46053488333617004
2019-12-19,-0.16,-0.35,0.02,1.46,0.75,0.34,1.14,0.14,0.24,1.11,0.15,0.3,3.20402608090144,-0.2483580845062,-0.8372019079949
2019-12-20,0.62,-0.3,-0.06,-0.21,0.51,0.37,0.82,0.33,0.17,0.61,0.21,0.7,-1.9290850018550298,-3.27895960867935,-5.88502658366874
2019-12-23,-0.03,0.47,0.38,1.71,0.87,0.22,0.75,-0.64,-0.14,2.14,-0.56,0.27,-4.6542960371771,-6.8545901529678295,-4.27827618965847
2019-12-24,-0.09,0.07,0.31,0.71,0.02,0.13,0.23,-0.12,0.3,1.89,0.17,0.3,1.32103086306838,1.22213044784413,3.15082744634565
2019-12-26,0.02,0.18,-0.04,0.93,-0.33,0.45,0.5,0.16,0.28,0.2,0.02,0.2,-0.20944117727306,1.33539090894982,-0.58994225776288
2019-12-27,0.09,-0.2,-0.54,-1.22,-0.75,-0.19,-0.65,0.0,-0.19,-0.89,-0.2,-0.25,0.31980284462799996,-0.71945120537114,0.23083313648641002
2019-12-30,-0.35,-0.38,0.2,0.24,-0.81,-0.3,0.6,0.1,0.04,0.04,-0.06,0.03,-0.71495981370967,-1.33067015634685,-1.05471364614687
2019-12-31,0.59,0.45,0.39,1.47,0.26,0.72,0.62,0.61,0.41,1.04,0.19,0.41,1.97002245738131,4.487078272452,5.16057196674326
2020-01-02,-0.17,0.92,0.87,-0.55,0.45,1.76,-0.5,-1.42,0.36,0.45,0.34,0.54,0.9712831055362,-0.83105368012854,-1.54454454329138
2020-01-03,-0.08,-0.89,-0.4,3.06,-0.67,-0.59,-0.15,0.12,-0.3,-0.54,-0.76,-0.43,1.89880018697257,0.8111284608380099,-0.47818342528944
2020-01-06,0.13,0.59,1.02,3.93,0.18,0.69,1.77,-0.07,0.59,1.33,-0.13,0.62,4.777335267672981,3.59580565576322,1.6432609612647202
2020-01-07,-0.46,-0.04,-0.2,0.13,-0.45,0.43,-0.45,-0.33,-0.21,0.34,-0.58,-0.02,1.09006195222955,-2.33746397382957,-1.1907024936827
2020-01-08,-0.06,0.08,0.1,-4.28,-0.71,0.6,0.33,-0.67,-0.1,0.67,0.42,0.14,-0.60809408225314,-0.35109063126357004,-0.72565318817201
2020-01-09,0.12,-0.3,0.01,-1.2,-0.28,0.5,-0.34,0.19,-0.42,1.23,0.16,0.07,-0.84375132428518,5.63014701866755,0.015544735026819998
2020-01-10,-0.07,-0.9,-0.84,-1.86,-0.15,0.27,-0.75,0.14,-0.87,0.23,-0.53,-0.49,1.43896139338921,-1.65334497098144,-0.89454571043331
2020-01-13,1.32,0.94,0.76,-1.59,0.99,0.84,0.58,0.84,-0.21,-0.32,0.52,0.43,2.62382736516904,0.6769815576578699,0.34603170372782
2020-01-14,0.5,0.35,0.23,0.64,0.65,0.21,1.12,0.32,0.51,1.31,-0.32,0.33,3.2105750594205498,-0.38541463693734,-1.40063120619527
2020-01-15,0.36,0.08,0.27,-1.49,0.27,0.49,1.07,1.2,0.11,1.05,-0.09,0.7,3.30908347557834,1.6756421100923902,1.30788523408587
2020-01-16,2.82,1.41,1.6,0.61,1.23,1.59,1.2,0.72,1.3,2.17,1.06,1.39,12.9478272271728,12.222048609321009,8.041627828875269
2020-01-17,-0.6,-0.54,0.02,-1.74,-0.04,0.07,-0.27,0.19,-0.03,-0.27,-0.15,-0.24,-3.2256387707473597,-3.59179794390248,-4.45826831869954
2020-01-21,-0.14,-0.26,-0.64,-3.5,-1.0,-0.35,-0.36,-0.22,-0.67,1.06,-0.57,-0.66,12.084029761159009,5.08258344851226,4.96688070199822
2020-01-22,-0.31,-0.14,-0.25,-1.76,-1.1,0.02,-0.23,-0.16,-0.2,-0.39,0.13,-0.15,2.29690247002396,10.31377964822808,25.681538969093747
2020-01-23,-0.04,-0.28,-0.04,-1.81,-0.57,0.19,-0.82,0.76,0.84,-0.3,0.03,0.03,2.63623950408744,13.817491598827319,11.47576873784728
2020-01-24,-1.11,-1.1,-1.52,-2.06,-1.25,-1.02,-0.74,-0.5,-1.55,-1.79,-0.89,-1.14,-3.90313507635955,6.82044915416479,-7.960001801190759
2020-01-27,-1.07,-2.22,-1.51,-3.88,-2.03,-1.94,-1.11,-0.53,-1.54,-0.56,-1.14,-1.37,-6.86138114651615,-7.6684298376619,-7.98509269667111
2020-01-28,0.33,1.23,0.51,1.48,1.2,1.22,1.65,0.36,0.61,0.95,0.61,0.85,-0.9897676229553299,-3.76156249663542,-3.48452716740773
2020-01-29,-0.48,-0.72,-0.54,-2.01,-0.63,-0.82,-1.86,-0.32,-0.67,-0.67,-0.55,-0.45,12.74178161753931,11.380016420768179,12.06322567181674
2020-01-30,0.38,-0.6,-0.57,0.3,-0.56,-0.1,-0.48,0.5,-0.83,-1.11,0.54,-0.28,-2.67612444150493,-3.60814260835318,-4.71558081423911
2020-01-31,-2.03,-1.34,-1.52,-2.41,-1.81,-2.08,-1.11,-0.87,-2.1,-1.09,-1.71,-2.04,-0.18777719888341998,1.3306647580488802,-0.10050345326181999
2020-02-03,0.24,1.05,0.68,-1.86,1.47,0.56,1.06,0.88,0.52,1.0,0.55,0.59,-3.5570711565682296,-4.12081243451744,-5.27309731861326
2020-02-04,1.09,1.97,1.52,0.46,1.53,1.9,0.63,-0.54,0.76,1.53,0.9,1.1,2.6273245928354503,0.51767869823677,1.21257262217493
2020-02-05,1.11,1.02,2.16,5.74,1.83,0.35,1.79,1.14,1.66,1.74,1.67,1.62,1.3388347506898501,1.43081660928936,0.87538319660787
2020-02-06,-0.57,-0.89,-0.56,-2.82,-0.87,0.35,-0.04,-0.58,-0.23,-0.17,-0.36,-0.09,0.81594254895895,0.91183326393582,0.64986160254296
2020-02-07,-0.91,-1.84,-1.45,-2.42,-1.57,-0.95,-0.21,-0.33,-1.55,-1.79,-0.62,-0.87,7.7077738316635,6.08109963219729,5.522169366424199
2020-02-10,0.2,-0.38,0.4,-2.91,-0.11,0.66,0.36,0.04,0.14,1.06,0.33,0.21,1.52841232994043,2.1690968855276602,6.306121117630351
2020-02-11,-0.12,0.78,0.81,0.53,0.68,0.57,2.53,0.22,0.62,0.33,0.53,0.76,-0.97454652080037,-0.40090981452860003,2.85165813544938
2020-02-12,0.08,1.04,0.97,1.29,0.75,1.05,0.27,0.26,1.0,0.1,0.15,0.76,-0.69351919160878,-0.85109828207126,-0.63509021604679
2020-02-13,0.19,-0.22,-0.17,0.0,-0.58,-0.16,-0.16,0.88,-0.32,-0.31,0.39,-0.12,-3.9264986075266197,-5.04600247986187,-4.80446098871494
2020-02-14,-0.33,2.8,-0.65,-0.59,-0.17,0.0,-0.77,0.3,-0.48,0.15,-0.54,-0.18,3.06545026845432,4.7895953070532205,3.8303000079586704
2020-02-18,-0.58,-0.42,-0.4,-0.75,-1.74,-0.27,0.81,0.48,0.33,1.13,-0.26,-0.14,-0.12228525481504,-1.01534964535495,-1.8220383238739701
2020-02-19,-0.02,0.36,0.2,2.35,0.78,1.11,0.14,0.03,0.46,0.98,0.17,0.82,2.0894565549692103,1.8215592051875298,3.29831849018493
2020-02-20,0.42,0.39,0.58,0.61,0.47,0.55,0.1,0.37,1.3,0.49,0.51,0.34,-6.1073482241120605,-6.5195911798751895,-4.27644918010027
2020-02-21,-0.66,-1.26,-0.65,-2.03,-1.48,-1.43,-0.99,-0.44,-0.7,-0.52,-0.74,-0.58,-6.10579143900715,-4.46111676938439,-5.8945761136095
2020-02-24,-2.81,-4.17,-2.92,-5.46,-2.7,-3.18,-2.43,-1.64,-2.86,-2.27,-2.27,-3.06,1.51094848663473,2.36688814803947,0.51539129944508
2020-02-25,-2.64,-3.14,-3.79,-3.94,-5.05,-3.32,-2.43,-2.44,-3.72,-3.22,-2.47,-4.13,-0.02822012395636,0.9809004964876199,4.17348826842365
2020-02-26,-1.5,-2.04,-1.3,-4.24,-1.18,-1.08,-1.79,-1.46,-1.88,-0.52,-0.77,-1.91,2.83721643316796,0.5836368585068099,0.8557033082610299
2020-02-27,-3.05,-3.56,-2.79,-5.73,-3.69,-3.68,-3.48,-4.2,-3.38,-2.19,-3.1,-3.34,-1.11665573631972,-2.06920388797257,-2.5332642808046
2020-02-28,-0.93,-0.76,-0.99,2.29,-0.55,-0.11,0.02,-3.32,-0.86,1.46,-2.44,-1.24,-3.3448139582594396,-5.1483257177473405,-5.85459817547302
2020-03-02,1.99,1.12,2.08,-0.23,1.82,1.74,1.35,4.25,1.27,3.69,3.16,1.45,4.061515452790561,6.19229920716541,3.13213532805574
2020-03-03,-1.71,-1.82,-1.72,-2.49,-1.4,-1.63,-0.79,-1.28,-1.99,-2.11,-2.6,-1.8,-0.9076530355347201,-0.70228491495749,-1.53985892187026
2020-03-04,2.66,2.07,2.59,0.92,3.02,2.4,1.93,4.22,2.4,3.78,2.02,2.68,2.7516514423324203,6.15239131841087,1.90204187644245
2020-03-05,-2.88,-4.3,-4.2,-5.1,-3.75,-3.2,-3.34,-1.73,-3.93,-1.98,-3.78,-4.22,1.0442903901259202,-1.81465594934964,-0.21729375841799
2020-03-06,-1.04,-2.27,-2.45,-9.56,-2.36,-2.62,-1.94,-0.49,-1.81,-2.27,-1.99,-2.24,5.62402458525668,3.09119255709251,1.25571533243489
2020-03-09,-7.07,-8.2,-10.89,-26.2,-11.11,-8.51,-8.01,-6.98,-8.38,-8.18,-9.55,-9.75,1.66258072886391,1.867507902475,1.10809122371811
2020-03-10,2.65,2.62,2.78,5.96,3.52,2.95,2.42,1.98,1.89,0.68,3.07,2.81,1.76631203416917,0.07578933039145,4.16574930493509
2020-03-11,-4.64,-4.84,-5.68,-8.67,-5.08,-5.24,-6.08,-5.25,-6.62,-5.66,-5.39,-6.33,3.6229327074870996,1.9047017730635398,4.81010985177681
2020-03-12,-10.3,-10.24,-10.5,-8.15,-10.33,-10.41,-11.41,-10.05,-11.74,-11.53,-9.77,-12.06,-2.55988003404428,-3.38954544397808,-4.311506364785799
2020-03-13,5.69,5.31,6.52,19.66,7.16,5.29,7.07,7.26,6.33,3.28,8.37,6.48,2.1114710381221,1.65248567710267,1.87889870403714
2020-03-16,-10.76,-11.97,-11.87,-12.7,-9.37,-11.61,-11.62,-11.74,-13.7,-12.2,-12.51,-13.92,2.73508474965369,0.83999519297259,-1.6011234383556099
2020-03-17,5.1,0.08,4.28,1.21,6.25,4.98,7.69,12.54,2.08,5.66,7.38,2.61,6.480383180815689,8.544607140458229,3.10941949113143
2020-03-18,-9.77,-11.95,-11.98,-13.51,-9.63,-8.13,-10.3,-7.63,-9.61,-6.64,-12.72,-12.17,5.49195775982847,4.90658780043087,7.124736448755501
2020-03-19,6.53,7.06,7.13,14.71,5.8,6.27,7.3,1.93,10.19,8.6,6.24,8.72,1.43603176045843,-0.50181627643305,-1.3634090115298698
2020-03-20,-3.54,-2.99,-3.57,0.47,-1.46,-1.96,-0.79,-6.42,-3.64,0.05,-4.19,-1.52,1.4346026862422199,0.84361886767798,0.38373374197386
2020-03-23,-2.31,-0.45,-2.23,-6.75,-4.0,-0.24,-2.59,-4.75,-1.4,0.05,-4.19,-0.95,7.082074209722081,2.4809978297278104,-0.39545983855489003
2020-03-24,8.81,10.75,10.11,9.88,7.69,9.51,8.62,9.18,12.46,8.68,9.82,10.73,10.3920200094435,5.85517791350895,-0.16615579831861998
2020-03-25,1.82,4.12,3.2,2.57,4.05,2.65,1.96,1.49,2.68,2.99,2.19,4.7,-14.0856807317126,-12.61622397942206,-12.5568271908294
2020-03-26,5.31,4.47,6.31,1.81,5.06,5.85,6.14,6.84,5.31,4.86,7.37,5.0,10.950072106017949,5.76293935159555,4.5408744612303
2020-03-27,-3.21,-3.62,-4.45,-6.53,-4.3,-3.17,-3.23,-0.64,-5.35,-2.46,-4.07,-4.89,-3.6104533704081803,2.83806340632521,0.48278346851429005
2020-03-30,2.38,-1.5,0.87,-3.56,2.29,1.8,0.27,3.31,-0.16,2.18,2.13,0.15,-9.55080172158404,-9.17422235020295,-7.6778505136374795
2020-03-31,-0.87,-0.41,1.62,3.93,-0.85,-0.43,0.01,-2.39,-0.48,-0.06,-0.37,0.51,-2.16342006652302,1.0131304035073598,2.6364023610843503
2020-04-01,-5.66,-6.35,-5.57,-7.35,-5.47,-5.48,-6.65,-6.13,-7.14,-5.65,-6.76,-6.59,2.06501167744597,-0.69631861544422,-1.6364241402171802
2020-04-02,-0.11,-0.47,0.81,9.63,0.8,0.34,0.22,3.28,-1.18,0.95,0.65,-0.31,10.73529339969792,3.9450208016048505,2.08093640015676
2020-04-03,-1.29,-3.01,-3.07,2.37,-2.14,-2.17,-3.3,-2.25,-2.71,-1.27,-3.84,-3.07,-6.23539189800413,-6.1289189064013305,-4.84980404592657
2020-04-06,5.7,8.82,7.61,3.13,6.92,7.84,6.81,7.74,10.25,6.05,6.8,7.59,-2.1129584919224,1.22109687633837,-2.50952121193767
2020-04-07,2.03,1.03,1.02,0.37,0.73,0.64,1.07,-0.5,1.94,-0.39,1.06,1.61,2.09583877093131,-0.15639333384408,2.6627876452844
2020-04-08,3.19,5.99,4.47,7.92,4.55,4.01,2.79,4.8,5.45,5.07,3.93,5.41,2.16170585445194,6.31320614063761,2.0542080444168
2020-04-09,3.46,5.99,3.97,6.33,4.17,2.18,3.71,4.39,5.68,2.91,5.94,4.41,7.29300942965547,2.47001256639081,1.12983964871349
2020-04-13,-1.14,-0.47,-1.53,1.39,-1.42,-0.19,-1.7,-2.06,-1.57,1.38,-3.57,-1.12,2.34295520141332,-1.39517071354403,-1.8342248307233502
2020-04-14,2.57,2.87,1.3,-1.99,1.56,3.03,3.61,2.25,2.29,4.29,-0.13,1.91,-3.3188009180787406,-6.1119628257438,-7.710665357233901
2020-04-15,-2.98,-2.94,-3.57,-6.01,-4.22,-1.69,-3.26,-3.53,-3.73,-2.18,-4.73,-3.54,-6.563153479411469,-7.34417533534342,-9.192501489399211
2020-04-16,-0.32,-0.75,-1.63,-5.59,0.21,0.23,-1.66,0.08,-0.69,0.48,-2.56,-1.67,4.02621553794211,2.8182167780781997,4.1724335073978605
2020-04-17,3.08,3.88,4.9,7.98,4.86,2.9,3.96,3.75,4.73,3.23,5.69,5.07,-3.5850364930324,-2.4677801422395897,-3.46944629297899
2020-04-20,-1.7,-2.04,-1.98,-3.33,-2.79,-0.68,-1.51,-3.13,-2.23,0.96,-1.97,-2.52,-9.97439008876891,-15.542538268325309,-7.752753928332449
2020-04-21,-1.93,-1.28,-1.93,2.28,-2.0,-2.63,-2.51,-0.76,-2.17,-2.23,-1.58,-2.11,6.23076832253497,0.9657947578191699,2.8992360398562402
2020-04-22,0.54,0.68,1.27,7.19,1.69,2.89,0.12,1.91,0.92,1.63,0.55,1.33,-13.009972955850598,-13.31180189393436,-5.89388630372943
2020-04-23,0.43,2.35,2.0,12.64,1.79,0.88,1.03,-1.05,0.77,1.21,0.8,1.32,2.2807481217359302,6.1731899017537,4.6800814585728805
2020-04-24,1.27,2.02,0.72,-0.39,1.64,1.54,1.46,0.91,1.81,2.36,1.25,1.37,10.03403632354513,7.131094001614289,4.04457956738164
2020-04-27,3.96,5.05,4.27,-0.27,3.31,3.27,3.36,1.49,6.64,3.07,5.09,4.68,-1.27267823290648,-2.3095868601261698,-0.79553765603002
2020-04-28,2.52,2.78,2.46,3.17,2.56,1.1,1.34,0.87,2.71,-0.7,2.39,2.73,2.24492672581275,3.51767804707614,3.9313166666651003
2020-04-29,3.27,5.66,5.91,13.13,5.33,4.64,4.96,0.76,5.45,3.58,6.06,6.03,-1.56062041706577,-1.5225475818179899,-0.57021785606349
2020-04-30,-2.33,-2.16,-3.25,2.99,-3.19,-1.39,-3.35,-2.95,-3.02,-2.44,-3.79,-3.1,-2.41528895237694,-3.57697448924178,-2.77776553414018
2020-05-01,-2.79,-3.68,-3.68,-7.61,-3.28,-3.26,-3.77,-2.68,-3.7,-3.21,-3.21,-3.35,-4.27665391946119,-2.2207652637152098,-3.7813640234476504
2020-05-04,-0.36,-0.5,-0.81,3.05,0.31,1.05,-1.02,0.57,-0.09,2.94,-0.28,-0.57,-0.8973223154060199,2.02974943075919,1.94271953040328
2020-05-05,-0.21,-0.08,0.1,-1.35,1.28,1.29,-0.62,0.63,-1.12,2.17,-1.54,0.39,1.018311979244,1.1848273429135798,-0.35986681786652
2020-05-06,-1.03,-0.64,-1.48,-4.72,-1.13,0.92,-1.23,-3.49,-1.1,0.2,-2.33,-1.92,-0.41907535237897003,0.005287334679593414,2.7699185223970897
2020-05-07,1.14,2.33,1.18,2.56,1.78,2.31,2.68,1.23,2.07,1.24,1.8,2.42,-3.97785101716193,-5.56450394847837,-4.018786158449831
2020-05-08,4.05,4.56,5.4,5.97,4.45,2.76,2.6,2.97,4.36,2.04,3.93,3.63,0.7932599028432401,1.8216454392357502,0.56676888756956
2020-05-11,-1.8,-0.66,-1.29,-1.25,-1.23,-0.12,-0.49,-1.02,-1.13,3.32,-3.19,-1.43,-0.35292930608459,0.03859014262819,-0.52194720577446
2020-05-12,-2.14,-2.76,-3.47,-2.39,-2.2,-2.03,-2.08,-2.01,-2.67,-0.84,-3.94,-3.29,0.9273765196681599,-0.3528469528689,2.51466022534829
2020-05-13,-3.13,-4.21,-3.27,-6.68,-3.9,-3.23,-4.2,-2.05,-3.64,-2.71,-3.44,-3.6,4.9774435906803,3.8625525655968196,0.76584678385338
2020-05-14,0.39,1.08,0.63,-1.02,0.46,0.87,1.31,0.29,0.58,-0.73,0.7,0.77,3.11374777866439,-0.38677662742561,-0.9357796989371799
2020-05-15,0.74,1.39,0.94,1.3,0.87,0.33,0.65,-0.1,2.0,2.05,0.99,1.58,1.13951569033756,0.0289821689255,-1.7338456223801102
2020-05-18,4.51,6.46,6.79,10.67,5.71,3.75,5.56,5.66,5.91,3.21,7.26,7.48,2.8859736926716497,2.11995281554395,1.39663389461166
2020-05-19,-1.84,-1.7,-1.52,-2.94,-0.92,-0.01,-1.85,-2.04,-1.13,-0.57,-3.36,-0.9,1.3718514042568999,0.08062476926509,0.97393815046775
2020-05-20,1.72,2.68,2.95,3.96,3.21,2.68,2.78,1.75,1.98,2.53,4.21,3.81,7.615813067183439,5.184945291482141,1.16369398507303
2020-05-21,0.63,0.36,0.01,-0.27,0.63,-0.83,0.99,-0.5,1.35,0.39,-0.56,0.24,-2.77396232224216,-3.49865754724773,-3.78224899203333
2020-05-22,0.2,1.16,0.18,-1.66,-0.17,1.03,0.93,0.97,0.48,1.71,0.0,1.28,4.04071247685291,0.16386172506186,0.20654070453391002
2020-05-26,3.51,4.57,4.68,3.77,3.29,1.81,3.02,1.6,4.23,0.58,4.46,3.56,0.20464361508649,-2.40696065670936,-1.38091122582534
2020-05-27,3.29,3.27,3.56,1.1,3.03,1.81,3.24,1.03,5.4,0.32,5.13,4.44,-0.86467643266661,-4.731089420280011,-3.3536948618622304
2020-05-28,-2.03,-2.54,-2.15,-2.05,-1.94,-1.26,-2.81,1.14,-2.33,-0.32,-2.91,-2.17,-4.2899336801604395,-1.7841182938165299,0.46343779677110997
2020-05-29,-0.79,-0.31,-1.49,-2.54,-0.32,1.04,-1.02,0.5,-0.47,0.17,-1.48,-0.76,1.4933443976921301,4.52724285342815,1.06922661971526
2020-06-01,1.29,2.71,1.72,2.2,2.26,1.78,2.25,0.17,0.93,0.73,0.03,1.36,-1.22325615490318,-2.22348586647719,-0.52762989228856
2020-06-02,0.88,1.63,1.76,2.86,1.41,0.98,0.12,0.7,1.75,0.99,0.52,1.54,-4.27657511938907,-1.22062038820751,-1.22635066676697
2020-06-03,3.39,3.9,3.48,2.2,3.22,2.35,4.53,1.92,3.69,-0.5,3.98,4.28,-7.74723881071904,-10.58952814294768,-11.22441403587239
2020-06-04,0.74,2.77,2.29,3.46,1.56,-0.28,5.36,-1.26,2.39,-0.23,1.86,2.69,2.58505218865932,1.0151334577589801,0.58440584745353
2020-06-05,3.76,4.52,4.87,18.21,2.66,2.35,4.7,2.71,4.19,1.63,5.07,4.07,0.60895785528642,-1.62437545892227,-1.09898047528315
